Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Azerbaijan,AZE,..,2.94894385,2.44641805,2.96481562,3.03672314,3.37713742,4.10663605,4.03655434,3.73651457,3.51373243,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Bahamas, The",BHS,..,3.80487037,5.32418823,5.31907082,5.59397602,5.67255783,5.20896244,5.61615086,6.83129883,6.24896193,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Bahrain,BHR,..,3.56132603,3.57691312,4.10642147,4.30853891,4.40681839,4.97506618,4.85823059,4.74813128,4.13356352,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Bangladesh,BGD,..,2.00194621,2.56593657,2.57301211,2.50334787,2.49601078,2.46311474,2.31178045,2.27522182,2.3428061,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Barbados,BRB,..,5.33187246,6.89933872,7.77819967,7.49560881,6.99789667,6.7748456,6.68155098,6.62216997,6.56259155,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Belarus,BLR,..,5.46676111,4.87438536,5.245327,5.69559479,5.38793373,6.06533337,5.91054153,5.75974846,5.64426613,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Belgium,BEL,..,7.9991765,10.39215851,10.50683689,10.56154251,10.44007111,10.42703342,10.28172588,10.40608311,10.31865311,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Belize,BLZ,..,3.92283607,5.61938047,5.33280277,5.55003977,6.10395241,5.81823015,6.04090405,5.70125389,5.69105911,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Benin,BEN,..,3.09882951,3.09318352,3.41449833,2.85861254,2.66743684,2.90741515,2.78015947,2.6444838,2.49141979,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Bhutan,BTN,..,4.31020021,3.26995778,3.53425479,3.62129545,3.46891737,3.65720773,3.48117137,3.24491644,3.0574255,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Bolivia,BOL,..,4.39554119,5.17306805,5.2539444,5.57465124,5.89613628,6.55064964,6.83333063,6.4901948,6.30102587,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Bosnia and Herzegovina,BIH,..,7.65342188,9.17856026,9.49001503,9.48689747,9.47516823,9.33953667,9.22786236,8.93159008,8.895051,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Botswana,BWA,..,5.82725811,5.77690315,6.14145994,6.22438812,5.59789324,5.72629929,5.56052208,6.13456821,5.84825039,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Brazil,BRA,..,8.33481598,7.78833342,7.73536205,7.97721243,8.39624977,8.87090969,9.20742226,9.46933746,9.51438713,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Brunei Darussalam,BRN,..,2.5432477,1.86409724,1.85097218,1.898314,1.91436803,2.38708901,2.54828691,2.27036428,2.41291642,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Bulgaria,BGR,..,5.82971001,7.14162683,7.57881832,7.1707921,7.7096777,7.41338348,7.4799428,7.45326805,7.34667873,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Burkina Faso,BFA,..,3.31752229,5.22973108,5.17797041,6.25649023,5.62491322,5.82546854,7.02782106,6.91190195,5.62852383,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Burundi,BDI,..,6.17697144,10.06996346,8.52668476,8.14256191,6.88927555,6.57857561,7.49265718,7.51763725,7.74165535,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Cabo Verde,CPV,..,4.43401194,4.30527449,5.13365459,5.28994226,5.32722235,4.81784487,4.845016,5.36013222,5.35998297,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Cambodia,KHM,..,6.54116726,7.50353098,7.26115417,7.10386801,6.70157766,6.19431591,6.11648464,5.928473,6.02654314,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Cameroon,CMR,..,4.29790974,4.01686096,4.07313347,3.78502822,3.95040631,3.74885845,3.72961879,3.4925251,3.52989626,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Canada,CAN,..,8.27567863,10.33907032,10.42859364,10.34045982,10.25013065,10.68328094,10.97903442,10.78964806,10.79046917,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Central African Republic,CAF,..,4.32829618,3.63681531,3.6277864,4.73335361,4.90981197,5.03434181,5.44402361,6.66541529,10.99253082,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Chad,TCD,..,5.45750713,3.91046357,3.85607934,4.06645298,4.27316856,4.52395248,4.90541553,4.40445328,4.09880257,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Chile,CHL,..,7.03517628,6.7717886,7.0209198,7.44478321,7.80729866,8.30269146,8.51866722,9.06820488,9.14051342,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,China,CHN,..,4.47341394,4.32551336,4.5493989,4.71002245,4.77322769,4.8887229,4.98188066,5.15119171,5.35107994,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Colombia,COL,..,5.63529348,6.78076839,6.74599648,7.01724052,7.18553209,7.52338552,7.53117037,7.67864275,7.63980007,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Comoros,COM,..,7.31747961,5.43611145,4.67309475,4.60162401,4.55703831,4.73517609,4.70250511,4.64801407,4.58884811,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Congo, Dem. Rep.",COD,..,1.45309758,3.21934819,3.30099463,3.56509233,3.97941589,3.99593234,4.36690283,4.15728664,3.30075741,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Congo, Rep.",COG,..,1.69392455,1.85153627,2.47433209,2.48846722,2.50741982,3.41535068,3.46238065,2.93953753,2.13848233,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Costa Rica,CRI,..,6.59314299,8.21805191,7.91351128,7.86832047,7.88175106,7.82285929,7.5334692,7.32879639,7.56336021,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Cote d'Ivoire,CIV,..,5.59964752,6.07790899,6.11988115,5.13896704,5.15732431,4.42198133,4.53622293,4.45303488,4.19003773,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Croatia,HRV,..,7.70187807,7.79134035,7.7956953,6.53333521,6.69970798,6.78635979,6.82976627,6.77827311,6.82702351,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Cuba,CUB,..,6.58189821,11.31298637,9.29940987,10.43099499,12.1412344,12.81401348,12.2177515,11.7113266,11.18745422,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Cyprus,CYP,..,5.30800056,6.44928503,6.55474567,6.94518471,6.9609561,6.92568588,6.83423901,6.73828936,6.76976299,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Czech Republic,CZE,..,5.71755314,6.97689199,7.02843523,7.80669546,7.65308523,7.24275684,7.1495986,7.23133898,7.64651203,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Denmark,DNK,..,8.10438347,10.15291023,10.24135303,10.16958141,10.17190456,10.22716618,10.14456177,10.03963375,10.0707159,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Djibouti,DJI,..,2.93908072,3.3765645,3.299927,2.92013574,2.96522927,3.07555771,2.72740006,2.46476316,2.32438445,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Dominica,DMA,..,5.3237443,5.33450365,5.79509926,5.30803347,5.22792864,5.1857729,5.15253305,5.44028521,6.59153605,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Dominican Republic,DOM,..,4.88427496,5.66508865,5.88521528,5.76407719,5.75102663,5.78464127,5.82759809,5.83058691,5.73298407,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Ecuador,ECU,..,3.31528974,7.86521816,8.47968197,8.55983448,8.62127495,8.58845711,8.29596043,8.25742912,8.13646507,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Egypt, Arab Rep.",EGY,..,4.92244291,4.35707569,4.71025944,4.91730928,5.02518845,5.33657265,5.36399841,5.63305616,4.947577,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,El Salvador,SLV,..,8.92467785,8.14439964,7.53931999,7.71839237,7.68152761,7.63034058,7.7171073,7.22756004,7.10940361,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Equatorial Guinea,GNQ,..,2.14664936,1.55357504,1.26357353,1.87567019,2.19292879,2.91533971,3.14452434,3.01081419,2.99830961,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Eritrea,ERI,..,5.76670074,5.21496344,3.77572441,4.99239731,4.05145597,4.4600234,3.53811574,3.76475835,4.09255791,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Estonia,EST,..,5.15698433,5.76757813,5.79034519,5.97791481,6.08077621,6.34629202,6.42956781,6.59183788,6.6878767,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Eswatini,SWZ,..,4.60951757,8.46997261,7.82028151,7.45686579,7.25702429,7.03397036,6.77650404,6.91085625,6.54034519,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Ethiopia,ETH,..,4.3650465,4.46897793,4.53959608,4.07506514,4.03365517,3.82316828,3.66298747,3.50331593,3.29555655,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Fiji,FJI,..,3.42441201,3.14293504,3.2655499,3.20040703,3.3686049,3.32468939,3.27979708,3.18689561,3.42366552,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Finland,FIN,..,7.09253168,9.22303009,9.5857954,9.80534649,9.78115082,9.64523888,9.37796021,9.14156628,9.037323,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,France,FRA,..,9.58447742,11.20183182,11.31324291,11.43607998,11.58073521,11.46616745,11.50134468,11.39050198,11.25789452,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Gabon,GAB,..,2.90536857,2.55771565,2.42097569,2.84087181,2.53282237,2.65743947,3.1076982,2.78074527,2.74503946,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Gambia, The",GMB,..,6.63892317,4.34501791,4.230021,3.91374874,3.6996479,3.17612934,3.19347262,3.34084225,3.09379649,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Georgia,GEO,..,7.39698839,8.38810349,8.37314224,8.3957243,8.43881893,7.93235874,8.42134666,7.05804443,7.11329746,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Germany,DEU,..,9.8881979,10.77629662,10.84700775,10.99187183,11.01583958,11.17801952,11.23043633,11.32229614,11.42995071,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Ghana,GHA,..,3.00223541,4.74449921,4.18723392,4.62300539,4.10044813,4.62171459,3.46157742,3.32977843,3.53888083,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Greece,GRC,..,7.24332571,9.02808571,8.79238129,8.31875896,7.84993553,8.01678371,8.21496582,7.96522522,7.71544075,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Grenada,GRD,..,5.35886383,5.80423355,5.82235813,5.62652922,4.77353573,4.64675617,4.44077301,4.59776449,4.46386862,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Guatemala,GTM,..,5.69112062,5.93635654,6.01474953,5.68028307,5.80132627,5.85707808,5.83935881,5.81384373,5.70716429,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Guinea,GIN,..,4.74565029,3.78955078,3.50398302,3.46079683,4.78097677,5.80920601,5.39708233,4.27482462,3.93172431,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Guinea-Bissau,GNB,..,6.84018946,6.13526964,5.76361847,6.9278307,9.51437759,8.59115314,7.65348768,6.84708118,6.99553871,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Guyana,GUY,..,4.19365501,5.5727334,5.15344524,5.23556042,5.31300068,5.36894894,5.14076519,5.65979004,5.93609333,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Haiti,HTI,..,6.87873936,10.2313633,9.66829586,7.23788214,7.79763603,8.62852955,8.43686771,8.08468342,7.69460344,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Honduras,HND,..,6.26817942,8.79187012,8.65655136,8.47723007,7.91455746,7.48378992,7.69098616,7.00069904,7.04958153,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Hungary,HUN,..,6.77804375,7.52545595,7.44883251,7.24911928,7.07047558,6.88948917,7.04818678,6.79227543,6.70007229,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Iceland,ISL,..,8.95112514,8.25131226,8.19516754,8.22141075,8.27935791,8.13130188,8.16513538,8.3432579,8.46930885,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,India,IND,..,4.03493309,3.24634194,3.32935309,3.74944162,3.61956549,3.59565997,3.51098323,3.53500652,3.544245,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Indonesia,IDN,..,1.90931416,2.95542026,2.9028666,2.96065068,3.11712098,2.99113512,3.08569908,2.86824059,2.87053037,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Iran, Islamic Rep.",IRN,..,4.73503828,6.60725069,6.63648605,5.99379873,6.9135108,7.76057911,8.85950661,8.65966415,8.66168594,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Iraq,IRQ,..,..,2.79131818,2.69039416,2.81939769,2.79654908,3.14279079,3.2278583,4.12501717,4.1062417,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Ireland,IRL,..,5.90528059,10.70849514,10.68722248,10.30022049,9.67580032,7.31716299,7.4142108,7.15484905,6.92870378,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Israel,ISR,..,6.80195379,6.97842979,7.11489153,7.0793376,7.15390539,7.10652399,7.15261269,7.49766827,7.51703548,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Italy,ITA,..,7.56665564,8.77413177,8.78352833,8.77543831,8.86791897,8.85689163,8.72533035,8.6777401,8.66763401,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Jamaica,JAM,..,5.64462566,5.23800421,4.88512135,4.95499468,5.16615725,5.62562609,5.70750713,6.14377928,6.06135607,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Japan,JPN,..,7.15091324,10.61671734,10.79065323,10.79159355,10.83204937,10.88550663,10.83460999,10.79634285,10.95338821,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Jordan,JOR,..,9.63493919,8.29931927,7.8829236,7.24769545,7.31149483,7.59315777,7.2834053,8.11925125,7.79041338,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Kazakhstan,KAZ,..,4.16031075,2.60236669,3.03725982,2.66286755,2.97468424,3.04051089,3.42235565,3.12588406,2.92212725,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Kenya,KEN,..,4.63926125,5.81170416,5.61369753,5.51942348,5.45934105,5.21938848,5.14090538,4.8369956,5.16729498,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Kiribati,KIR,..,8.64500046,8.58405113,8.59842396,9.46005249,9.93768883,7.98818541,9.32036781,10.77510738,12.11170006,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Korea, Rep.",KOR,..,3.89759398,6.00844383,6.13262033,6.24789429,6.47438097,6.65271664,6.91432714,7.10694933,7.56259203,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Kuwait,KWT,..,2.51490784,2.61808419,2.57378602,2.58543897,3.1975801,4.01473618,4.03104591,5.29526615,4.99920797,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Kyrgyz Republic,KGZ,..,4.41414976,7.10729122,8.50966358,8.18745136,7.35766459,7.14930916,6.41248226,6.18586302,6.53458309,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Lao PDR,LAO,..,4.27513599,1.94457507,2.07637596,2.39984965,2.29845548,2.45366454,2.36087489,2.52514863,2.24630332,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Latvia,LVA,..,5.45028639,5.56752443,5.41030407,5.39593935,5.4568367,5.68592453,6.20632744,6.00696659,6.18923044,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Lebanon,LBN,..,10.83669186,8.1471138,7.93143368,7.57978058,7.84629583,7.67934227,7.98103571,8.44765568,8.35297012,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Lesotho,LSO,..,5.85720491,8.79661846,8.57818985,9.01221848,8.65392971,8.49196434,8.01058197,8.94750309,9.28354836,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Liberia,LBR,..,4.07415962,9.22752571,8.59213543,8.18830681,9.06281471,10.37773991,9.79585648,8.15604591,6.73955679,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Libya,LBY,..,3.42542052,6.05012751,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Lithuania,LTU,..,6.1917491,6.5051465,6.29071617,6.13548851,6.19952059,6.49459124,6.63686323,6.47619867,6.56775236,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Luxembourg,LUX,..,5.90136147,6.11205053,5.58377266,5.52774715,5.43687868,5.28378248,5.19496346,5.25779152,5.28587103,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Madagascar,MDG,..,5.23104906,5.18553019,4.4098258,4.22997093,5.08265734,5.72116804,6.0193038,5.5050993,4.78956461,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Malawi,MWI,..,3.35252881,7.49375153,8.47896862,11.57910728,9.71204662,9.33333778,9.69365978,9.64243031,9.33423615,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Malaysia,MYS,..,2.52807355,3.33996487,3.48790693,3.52240086,3.72527027,3.81608534,3.68835807,3.71246052,3.7562995,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Maldives,MDV,..,7.73655844,7.92251587,8.67304802,8.13609314,7.90784121,8.6903019,10.19969177,9.02997589,9.41152477,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Mali,MLI,..,5.4667201,4.01573372,3.75211573,3.96750712,4.48156118,4.11143351,3.7753799,4.10388279,3.8849268,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Malta,MLT,..,6.59914446,8.56064224,8.608181,8.8266449,9.34200478,9.20896149,9.11781311,9.19666958,8.96454525,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Marshall Islands,MHL,..,19.52712822,14.56823158,14.31251717,14.61910725,14.72001648,17.35825539,17.64945793,16.40007591,17.55299377,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Mauritania,MRT,..,4.65043879,3.23916149,3.40726185,3.67313361,4.25439119,4.70125389,4.21777868,4.50495195,4.58039093,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Mauritius,MUS,..,2.89581966,4.3078289,4.27675056,4.68303633,5.49399614,5.6999588,5.70678568,5.71669579,5.82624388,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Mexico,MEX,..,4.44912481,5.70114136,5.84224558,5.9407773,5.63038635,5.79708719,5.61569786,5.51889515,5.37147474,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Micronesia, Fed. Sts.",FSM,..,7.76511145,13.09527493,12.31475735,12.17689991,11.76905727,12.49603271,13.17891884,12.31883812,12.59075356,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Moldova,MDA,..,4.93830538,9.09670353,9.13962078,8.68300343,8.63275719,8.55763531,7.53552246,7.01328516,6.59544849,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Monaco,MCO,..,1.73431444,2.17861032,2.23461652,2.14969468,2.08679175,2.02833343,1.62751341,1.64266789,1.59738493,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Mongolia,MNG,..,4.87263823,3.58612084,3.85493326,4.06732321,4.19000292,4.23834133,4.42355728,4.00506115,3.78789377,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Montenegro,MNE,..,..,..,..,..,..,..,..,..,8.4230423,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Morocco,MAR,..,3.97807431,5.7329936,5.74942255,5.68743515,5.30341721,5.07174492,5.23815107,5.23623848,5.31261539,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Mozambique,MOZ,..,2.61787701,5.40332603,5.61947441,6.50048494,6.57946301,7.23973656,7.84588909,8.14048672,8.17430115,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Myanmar,MMR,..,1.70140898,1.91946495,2.43835998,3.23661304,4.39342737,5.4778142,5.11008072,5.09039927,4.79125547,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Namibia,NAM,..,9.79146862,9.82976627,9.26402569,8.66987896,8.17065144,9.70993042,8.85608196,8.28922272,7.95077181,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Nauru,NRU,..,18.12375069,10.16901398,9.23208618,9.23582458,10.09228325,15.1927681,14.08638191,11.58332348,9.5781002,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Nepal,NPL,..,3.57357407,5.0784235,5.1700902,5.32473755,5.76784754,6.21927214,6.27839279,5.48825455,5.84083414,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Netherlands,NLD,..,7.7069602,10.23357868,10.53898716,10.58363628,10.56703758,10.32396889,10.2534523,10.05979824,9.97458649,..,..
